logged_in,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,103,0,0,1,1,0.02,0.07,255,2,0.01,0.06,0,0,1,1,anomaly
1,3,0,0,0,0,1,0,157,255,1,0,0,0,0,0,normal
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,230,0,0,1,1,0.04,0.07,255,9,0.04,0.08,0,0,1,1,anomaly
0,95,0.02,0,0.98,1,0.01,0.86,104,1,0.01,0.8,0.02,0,0.89,1,anomaly
0,3,0,0.05,1,0.85,0.33,1,255,12,0.05,0.03,0,0,0.16,1,anomaly
0,16,1,1,0,0,1,0,255,245,0.96,0.01,0.21,0.22,0.56,0.59,anomaly
1,14,0,0,0,0,1,0,120,255,1,0,0,0,0,0,normal
0,188,0,0,0,0,0.99,0.01,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,255,242,0.95,0.01,0,0,0.06,0.06,anomaly
0,94,0,0,0,0,0.01,0.63,255,1,0,0.85,0.05,0,0.43,0,anomaly
0,4,0,0.14,0.75,0.29,0.5,0.75,255,53,0.21,0.03,0,0,0.35,0.51,anomaly
0,458,0.16,0,0.84,1,0,1,255,1,0,0.09,0,0,0.09,1,anomaly
0,1,0,0,0,0,1,0,255,161,0.63,0.35,0.49,0.78,0.34,0.01,anomaly
0,87,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,236,1,1,0,0,0.01,0.07,255,2,0.01,0.07,1,1,0,0,anomaly
0,108,0,0,1,1,0.02,0.06,255,2,0.01,0.05,0,0,1,1,anomaly
1,2,0,0,0,0,0.5,1,255,249,0.98,0.01,0,0,0.02,0,anomaly
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,3,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,anomaly
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,127,0,0,0,0,0.99,0.02,255,254,1,0.01,0,0,0,0,normal
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,195,0,0,1,1,0.03,0.07,255,5,0.02,0.07,0,0,1,1,anomaly
1,5,0,0,0,0,1,0,87,255,1,0,0.01,0,0,0,normal
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,123,0,0,1,1,0.14,0.07,255,17,0.07,0.05,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,94,255,1,0,0,0,0,0,normal
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,111,140,0.37,0.05,0,0,0,0.04,normal
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,341,0.14,0,0.83,1,0,1,255,1,0,0.98,0.17,0,0.8,1,anomaly
1,29,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,8,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,normal
0,246,0,0,1,1,0.04,0.07,255,9,0.04,0.08,0,0,1,1,anomaly
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0.05,0.05,anomaly
0,1,0,0,0,0,1,0,255,253,0.99,0.01,0,0,0,0,normal
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,141,0,0,1,1,0.13,0.06,255,19,0.07,0.06,0,0,1,1,anomaly
0,2,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0.02,0.02,anomaly
1,1,0,0,0,0,1,0,255,151,0.59,0.02,0,0,0.14,0,anomaly
0,216,0,0,1,1,0.01,0.08,188,3,0.02,0.08,0,0,1,1,anomaly
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,15,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,8,0.03,0.85,0,0,0.84,0,anomaly
0,103,1,1,0,0,0.04,0.06,255,4,0.02,0.06,1,1,0,0,anomaly
0,1,1,1,0,0,1,0,255,132,0.52,0.02,0.53,0.44,0.01,0.01,anomaly
1,1,0,0,0,0,1,0,29,5,0.17,0.1,0,0,0,0,normal
0,160,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,282,0,0,1,1,0.01,0.06,255,2,0.01,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,20,178,0.9,0.15,0,0,0,0,normal
0,19,0,0,0,0,0.95,0.11,84,86,0.57,0.07,0.01,0,0,0,normal
1,1,0,0,0,0,1,0,171,73,0.42,0.04,0,0,0.01,0.01,normal
0,1,0,0,0,0,1,0,255,107,0.42,0.02,0.55,0.36,0.01,0.01,anomaly
1,5,0,0,0,0,1,0,48,255,1,0,0,0,0,0,normal
0,270,0,0,1,1,0.02,0.06,255,5,0.02,0.06,0,0,1,1,anomaly
0,432,0.04,0,0.96,1,0,1,255,1,0,1,0.03,0,0.97,1,anomaly
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,29,0,0,0,0,1,0,29,255,1,0,0,0,0,0,normal
0,34,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,34,255,1,0,0,0,0,0,normal
0,510,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,136,1,1,0,0,0.03,0.1,255,4,0.02,0.09,1,1,0,0,anomaly
1,32,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,2,0.01,0.02,0,0,0,0,anomaly
0,256,0,0,1,1,0.07,0.06,255,19,0.07,0.06,0,0,1,1,anomaly
1,29,0,0,0,0,1,0,30,255,1,0,0,0,0,0,normal
0,254,0,0,1,1,0.02,0.06,255,5,0.02,0.06,0,0,1,1,anomaly
1,14,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,164,0.64,0.03,0.33,0.51,0.11,0.08,anomaly
0,137,1,1,0,0,0.06,0.06,255,8,0.03,0.06,1,1,0,0,anomaly
1,9,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,120,1,1,0,0,1,0,255,218,0.85,0.07,0.83,0.97,0.02,0,anomaly
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,511,0.08,0,0.92,1,0,1,255,1,0,1,0.13,0,0.87,1,anomaly
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,20,0,0,0,0,1,0,20,255,1,0,0,0,0,0,normal
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0.04,0.04,anomaly
0,250,0,0,1,1,0.04,0.06,255,9,0.04,0.07,0,0,1,1,anomaly
1,2,0,0,0,0,1,0,255,247,0.97,0.04,0,0,0.03,0,anomaly
1,1,0,0,0,0,1,0,128,167,0.6,0.03,0,0,0,0,normal
0,118,1,1,0,0,0.02,0.07,255,2,0.01,0.06,1,1,0,0,anomaly
1,7,0,0,0,0,1,0,38,255,1,0,0,0,0,0,normal
1,5,0,0,0,0,1,0,43,255,1,0,0,0,0,0,normal
0,103,0,0,1,1,0.09,0.07,255,9,0.04,0.05,0,0,1,1,anomaly
1,3,0,0,0,0,1,0,255,211,0.83,0.11,0,0,0.1,0,normal
0,1,0,0,0,0,1,0,1,23,1,0,0,0,0,0,normal
1,2,0,0,1,1,0.5,1,255,41,0.16,0.02,0,0,0.6,1,anomaly
0,1,0,0,1,1,1,0,255,1,0,0.24,0,0,0.23,1,normal
0,224,0,0,1,1,0.01,0.06,255,2,0.01,0.07,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,255,1,0,0.03,0,0,0,0,anomaly
0,196,0,0,1,1,0.05,0.06,255,9,0.04,0.07,0,0,1,1,anomaly
1,6,0,0,0,0,1,0,168,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,255,188,0.74,0.13,0,0,0.25,0,anomaly
0,80,0,0,0,0,1,0,255,80,0.31,0.02,0,0,0,0,normal
0,1,1,1,0,0,1,0,45,64,0.33,0.07,1,0.23,0,0.77,anomaly
1,1,0,0,0,0,1,0,90,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,477,0.05,1,0.95,0,0,1,255,1,0,1,0.05,1,0.95,0,anomaly
0,3,0,0,0,0,1,0,142,145,0.23,0.04,0,0,0.02,0,normal
1,1,0,0,0,0,1,0,255,224,0.88,0.04,0,0,0,0,anomaly
1,4,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,9,0,0,0,0,1,0,158,255,1,0,0,0,0,0,normal
1,6,0,0,0,0,1,0,6,251,1,0,0,0,0,0,normal
1,8,0,0,0,0,1,0,41,255,1,0,0,0,0,0,normal
0,156,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
1,3,0,0,0,0,1,0,3,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,18,103,0.44,0.28,0,0,0,0,normal
1,1,0,0,0,0,1,0,48,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,248,0.97,0.01,0,0,0,0,anomaly
0,167,1,1,0,0,0.07,0.1,255,12,0.05,0.1,1,1,0,0,anomaly
0,2,0,0,0,0,1,0,255,33,0.13,0.02,0,0,0,0.03,anomaly
1,50,0.02,0.02,0.98,0.98,1,0,255,253,0.99,0.01,0.01,0.01,0.7,0.71,anomaly
0,210,0,0,1,1,0.01,0.07,255,3,0.01,0.08,0,0,1,1,anomaly
0,32,0,0,0,0,0.34,0.09,255,11,0.04,0.58,0,0,0.01,0,normal
0,49,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,19,0,0,0,0,1,0,65,250,1,0,0,0,0,0,normal
0,509,0.01,0,0.96,1,0,1,255,1,0,1,0,0,0.97,1,anomaly
0,1,1,1,0,0,1,0,192,1,0.01,0.99,0.99,1,0,0,anomaly
0,4,0,0,0.75,1,0.25,1,148,52,0.19,0.03,0,0,0.89,1,anomaly
0,1,0,0,0,0,1,0,255,176,0.69,0.02,0.45,0.43,0.01,0.01,anomaly
1,28,0,0,0,0,1,0,76,255,1,0,0,0,0,0,normal
0,181,1,1,0,0,0.02,0.09,255,4,0.02,0.09,1,1,0,0,anomaly
1,9,0,0,0,0,1,0,34,255,1,0,0.03,0,0,0,normal
1,9,0,0,0,0,1,0,9,253,1,0,0,0,0,0,normal
0,102,0,0,1,1,0.19,0.07,255,19,0.07,0.06,0,0,1,1,anomaly
0,508,0,0,1,1,0,0.99,255,1,0,1,0,0,1,1,anomaly
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,4,0,0,0,0,1,0,48,242,1,0,0,0,0,0,normal
1,21,0,0,0,0,1,0,21,255,1,0,0,0,0,0,normal
0,286,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,254,0,0,1,1,0.05,0.07,255,12,0.05,0.07,0,0,1,1,anomaly
0,2,0,0,0.5,1,0.5,1,255,32,0.13,0.02,0,0,0.11,0.75,anomaly
1,1,0,0,0,0,1,0,255,246,0.96,0.01,0,0,0,0,anomaly
1,3,0,0,0,0,1,0,255,255,1,0,0,0,0.03,0.03,anomaly
1,16,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,6,255,1,0,0,0,0,0,normal
0,143,0,0,1,1,0.01,0.55,150,2,0.01,0.52,0,0,0.95,1,normal
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,229,0.9,0.11,0.5,0.55,0.11,0.01,anomaly
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,34,255,1,0,0.03,0,0,0,normal
0,1,0,0,0,0,1,0,3,15,1,0,0,0,0,0,anomaly
0,3,0,0,0.67,0.5,0.67,0.67,45,85,0.33,0.11,0,0,0.87,0.69,anomaly
1,14,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,299,1,1,0,0,0.06,0.06,255,19,0.07,0.07,1,1,0,0,anomaly
0,105,0,0,0,0,0.01,1,255,1,0,1,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,255,98,0.38,0.02,0.61,0.44,0.01,0.01,anomaly
1,9,0,0,0,0,1,0,255,151,0.59,0.33,0.01,0,0.38,0.01,normal
1,6,0,0,0.17,0.17,1,0,255,229,0.9,0.01,0,0,0.01,0.01,anomaly
0,106,0,0,0,0,0.99,0.02,255,254,1,0.01,0,0,0,0,normal
1,22,0,0,0,0,1,0,22,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,19,255,1,0,0,0.01,0,0,normal
0,234,0,0,1,1,0.02,0.07,255,4,0.02,0.07,0,0,1,1,anomaly
0,1,1,1,0,0,1,0,63,85,0.33,0.05,1,1,0,0,anomaly
0,202,0,0,1,1,0,0.07,255,1,0,0.07,0,0,1,1,anomaly
0,29,0,0,0,0,0.07,0.34,255,2,0.01,0.45,0,0,0.07,0,normal
0,1,0,0,0,0,1,0,1,42,1,0,0,0,0,0,anomaly
0,172,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,53,1,1,0,0,0.09,0.15,255,5,0.02,0.15,1,1,0,0,anomaly
0,3,0,0,0,0,1,0,255,225,0.88,0.01,0,0,0.04,0,normal
0,1,0,0,0,0,1,0,138,37,0.27,0.06,0.01,0,0,0,normal
0,150,1,1,0,0,0.13,0.06,255,20,0.08,0.07,1,1,0,0,anomaly
0,1,0,0,0,0,1,0,255,166,0.65,0.33,0.49,0.76,0.32,0.01,anomaly
0,217,0,0,1,1,0.08,0.06,255,17,0.07,0.07,0,0,1,1,anomaly
1,5,0,0,0,0,1,0,255,242,0.95,0.01,0,0,0.06,0.06,anomaly
0,442,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,24,0,0,0,0,1,0,186,255,1,0,0,0,0,0,normal
0,2,0,0,0,0,1,0,255,49,0.19,0.02,0,0,0.01,0.04,anomaly
0,101,0,0,1,1,0.18,0.06,255,18,0.07,0.05,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,237,235,0.99,0.01,0,0,0,0,anomaly
1,9,0,0,0,0,1,0,13,255,1,0,0,0,0,0,normal
0,4,0.25,0.1,0,0,1,0,253,255,1,0,0,0,0,0,normal
0,4,0,0.2,0.5,0.4,0.5,0.75,255,83,0.33,0.1,0,0,0.33,0.48,anomaly
0,1,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,174,0,0,0,0,1,0,255,254,1,0.01,0,0,0,0,anomaly
0,206,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,2,51,1,0,0,0,0,0,anomaly
1,11,0,0,1,1,1,0,255,243,0.95,0.01,0.02,0.02,0.35,0.37,anomaly
1,2,0,0,0,0,1,0,152,255,1,0,0,0,0,0,normal
0,252,0,0,1,1,0.04,0.07,255,11,0.04,0.08,0,0,1,1,anomaly
0,213,0,0,1,1,0.08,0.06,255,18,0.07,0.06,0,0,1,1,anomaly
0,9,0,0,0,0,1,0,82,37,0.45,0.06,0,0,0,0,normal
1,3,0,0,0,0,1,0,49,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,142,3,0.02,0.04,0,0,0,0,normal
0,2,0,0,0,0,1,0,4,14,1,0,0,0,0,0,anomaly
0,85,0,0,0,0,0.01,1,255,1,0,0.5,0,0,0,0,anomaly
0,41,1,1,0,0,0.05,0.2,255,2,0.01,0.18,1,1,0,0,anomaly
1,11,0,0,0,0,1,0,72,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,148,131,0.88,0.02,0,0,0.07,0,anomaly
1,1,0,0,0,0,1,0,193,122,0.63,0.08,0,0,0.02,0,normal
0,1,0,0,1,1,1,0,255,1,0,0.84,0,0,0.82,1,anomaly
1,3,0,0,0.33,0,0.67,0.67,255,26,0.1,0.16,0,0,0.88,0,anomaly
0,11,1,1,0,0,1,0,255,244,0.96,0.01,0.09,0.1,0.56,0.59,anomaly
0,2,0,0,0,0,1,0,65,7,0.11,0.08,0,0,0,0,normal
1,1,0,0,0,0,1,0,101,6,0.06,0.62,0,0,0.62,0.17,anomaly
0,113,0,0,1,1,0.02,0.06,255,2,0.01,0.05,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,1,123,1,0,0,0,0,0,normal
1,2,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,83,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,9,0,0,0,0,1,0,255,255,1,0,0.01,0.01,0,0,normal
1,1,0,0,0,0,1,0,196,255,1,0,0,0,0,0,normal
0,111,0,0,1,1,0.05,0.07,255,6,0.02,0.06,0,0,1,1,anomaly
1,2,0,0,0,0,1,0,9,255,1,0,0,0,0,0,normal
1,14,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,36,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,137,0.54,0.02,0,0,0.17,0,anomaly
1,1,0,0,0,0,1,0,143,152,0.83,0.03,0,0,0,0,normal
0,246,0,0,1,1,0.04,0.06,255,11,0.04,0.08,0,0,1,1,anomaly
0,57,0,0,0,0,0.02,1,255,1,0,0.7,0,0,0.04,0,anomaly
1,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,260,0,0,1,1,0.07,0.07,255,18,0.07,0.07,0,0,1,1,anomaly
1,73,0.03,0.03,0.97,0.97,1,0,255,253,0.99,0.01,0.01,0.01,0.35,0.35,anomaly
1,1,0,0,0,0,1,0,162,162,1,0,0,0,0,0,normal
1,7,0,0,0,0,1,0,24,255,1,0,0,0,0,0,normal
0,509,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,3,0,0,0,0,1,0,120,255,1,0,0,0,0,0,normal
0,165,0,0,1,1,0.03,0.07,255,5,0.02,0.07,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,223,220,0.99,0.01,0,0,0.01,0.01,normal
0,1,0,0,0,0,1,0,212,10,0.05,0.03,0,0,0,0,normal
1,5,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
0,38,1,1,0,0,0.11,0.16,255,4,0.02,0.15,1,1,0,0,anomaly
0,283,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,3,0,0,1,1,0.33,1,255,26,0.1,0.03,0,0,0.35,0.96,anomaly
0,144,1,1,0,0,0.12,0.06,255,18,0.07,0.05,1,1,0,0,anomaly
1,18,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,3,0,0,0,0,1,0,255,251,0.98,0.01,0,0,0,0,normal
0,511,0,0,0,0,1,0,177,54,0.31,0.03,0,0,0.63,0,anomaly
0,143,0,0,0,0,0.06,0.7,255,9,0.04,0.86,0,0,0,0,normal
1,15,0.07,0.07,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,6,0,0,0,0,1,0,255,7,0.03,0.01,0.02,0,0.02,0,normal
1,2,0.5,0.5,0,0,1,0,20,251,1,0,0.05,0,0,0,normal
1,10,0,0,0,0,1,0,34,217,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,43,42,0.98,0.05,0,0,0,0,anomaly
1,19,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,146,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,10,0,0,0,0,1,0,163,255,1,0,0,0,0,0,normal
1,11,0,0,0,0,1,0,126,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,26,249,1,0,0,0,0,0,normal
0,35,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
1,3,0,0,0,0,1,0,255,245,0.96,0.01,0,0,0,0,normal
1,61,0.02,0.02,0.97,0.97,1,0,255,255,1,0,0,0,0.23,0.23,anomaly
0,291,0,0,1,1,0.03,0.05,255,9,0.04,0.06,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,7,25,1,0,0,0,0,0,anomaly
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,112,0.44,0.02,0,0,0.01,0.03,anomaly
0,1,0,0,0,0,1,0,255,129,0.51,0.03,0,0,0,0,anomaly
0,222,0,0,1,1,0.09,0.06,255,19,0.07,0.06,0,0,1,1,anomaly
0,6,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,511,0,0,0,0,1,0,200,200,1,0,0,0,0,0,anomaly
0,2,0,0,0.5,1,0.5,1,255,2,0.01,0.02,0,0,0.01,1,anomaly
1,4,0,0,0,0,1,0,22,255,1,0,0,0,0,0,normal
1,8,0,0,1,1,1,0,255,244,0.96,0.01,0.02,0.02,0.51,0.53,anomaly
0,72,0,0,0,0,0.04,0.83,255,3,0.01,0.73,0,0,0,0,normal
0,1,0,0,0,0,1,0,255,236,0.93,0.01,0,0,0,0,normal
1,1,0,0,0,0,1,0,9,7,0.78,0.22,0,0,0,0,normal
0,237,1,1,0,0,0.02,0.07,255,4,0.02,0.07,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,47,12,0.23,0.09,0,0,0,0,normal
0,13,0,0,1,1,0.08,0.54,16,1,0.06,0.5,0,0,0.81,1,anomaly
1,3,0,0,0,0,1,0,255,204,0.8,0.13,0,0,0.19,0,anomaly
0,253,1,1,0,0,0.02,0.06,255,6,0.02,0.07,1,1,0,0,anomaly
1,12,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,129,1,1,0,0,1,0,255,255,1,0,0.72,0.72,0.25,0.25,anomaly
0,208,0,0,1,1,0.05,0.06,255,11,0.04,0.07,0,0,1,1,anomaly
1,2,0,0,0,0,1,0,79,255,1,0,0,0,0,0,normal
0,42,1,1,0,0,1,0,115,51,0.44,0.15,0.37,0.82,0.04,0,anomaly
1,1,0,0,0,0,1,0,1,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,169,168,0.99,0.01,0,0,0,0,anomaly
0,98,0,0,0,0,1,0,255,255,1,0,0,0,0,0,anomaly
0,258,0,0,1,1,0.07,0.07,255,17,0.07,0.07,0,0,1,1,anomaly
0,108,0,0,1,1,0.12,0.07,255,13,0.05,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,103,88,0.84,0.03,0,0,0.1,0,anomaly
0,220,1,1,0,0,0.03,0.07,255,6,0.02,0.08,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,158,147,0.77,0.04,0,0,0,0,normal
0,1,1,1,0,0,1,0,168,1,0.01,0.99,0.99,1,0,0,anomaly
1,4,0,0,0,0,1,0,255,249,0.98,0.01,0,0,0.06,0.06,anomaly
1,37,0,0,0,0,1,0,50,255,1,0,0,0,0,0,normal
1,4,0,0,0.25,0.25,1,0,255,229,0.9,0.01,0,0,0.01,0,anomaly
1,7,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,273,0,0,1,1,0.03,0.05,255,7,0.03,0.06,0,0,1,1,anomaly
1,1,0,0,0,0,1,0,255,229,0.9,0.02,0,0,0.06,0,normal
0,1,0,0,0,0,1,0,14,21,0.93,0.14,0,0,0,0,anomaly
0,243,0.02,0,0.98,1,0.02,0.07,255,6,0.02,0.06,0.02,0,0.98,1,anomaly
0,1,1,1,0,0,1,0,255,101,0.4,0.53,0.3,0.75,0.51,0,anomaly
0,1,0,0,0,0,1,0,255,25,0.1,0.02,0,0,0,0.04,anomaly
0,64,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,132,0,0,1,1,0.04,0.06,255,5,0.02,0.06,0,0,1,1,anomaly
0,3,0,0,1,1,0.33,0.67,255,54,0.21,0.11,0,0,0.99,1,anomaly
0,1,0,0,0,0,1,0,255,224,0.88,0.02,0.33,0.38,0.12,0.06,anomaly
0,208,0,0,1,1,0.03,0.07,255,7,0.03,0.08,0,0,1,1,anomaly
0,1,0,0,0,0,1,0,255,115,0.45,0.02,0,0,0.01,0.03,anomaly
1,3,0,0,0,0,1,0,48,255,1,0,0,0,0,0,normal
1,22,0,0,1,1,1,0,255,255,1,0,0,0,0.49,0.49,anomaly
1,28,0,0,0,0,1,0,28,255,1,0,0,0,0,0,normal
0,148,1,1,0,0,0.01,0.1,255,2,0.01,0.1,1,1,0,0,anomaly
0,1,0,0,0,0,1,0,255,2,0.01,0.02,0,0,0,0,anomaly
0,115,0,0,1,1,0.02,0.07,255,2,0.01,0.06,0,0,1,1,anomaly
1,10,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,248,0,0,1,1,0.08,0.06,255,20,0.08,0.06,0,0,1,1,anomaly
0,511,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
0,1,0,0,0,0,1,0,1,101,1,0,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,211,192,0.91,0.01,0,0,0.05,0,anomaly
0,115,1,1,0,0,1,0,255,255,1,0,0.67,0.67,0.3,0.3,anomaly
0,493,0.09,0,0.91,1,0,1,255,1,0,1,0.13,0,0.87,1,anomaly
0,51,0,0,0,0,0.12,0.63,255,9,0.04,0.91,0.11,0,0.61,0,normal
0,230,1,1,0,0,0.08,0.05,255,19,0.07,0.07,1,1,0,0,anomaly
0,1,0,0,0,0,1,0,1,253,1,0,0,0,0,0,anomaly
1,15,0,0,0,0,1,0,32,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,53,255,1,0,0,0,0,0,normal
0,249,0,0,1,1,0.07,0.07,255,17,0.07,0.07,0,0,1,1,anomaly
0,1,0,0,1,1,1,0,199,53,0.2,0.03,0,0,0.88,1,anomaly
1,7,0,0,0,0,1,0,7,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,170,0.67,0.02,0,0,0.02,0.03,normal
1,3,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
0,2,0,0,0.5,0,0.5,1,187,51,0.2,0.03,0,0,0.17,0.27,anomaly
1,1,0,0,0,0,1,0,255,5,0.02,0.24,0.34,0,0.24,0,anomaly
1,6,0,0,0,0,1,0,30,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,239,0.94,0.02,0,0,0,0,normal
1,1,0,0,0,0,1,0,119,247,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,255,231,0.91,0.04,0,0,0,0,anomaly
0,1,0,0,0,0,1,0,131,61,0.47,0.03,0,0,0,0,anomaly
1,1,0,0,0,0,1,0,2,255,1,0,0,0,0,0,normal
1,11,0,0,0,0,1,0,255,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,140,16,0.11,0.06,0,0,0,0,normal
0,260,0,0,1,1,0.08,0.07,255,20,0.08,0.07,0,0,1,1,anomaly
0,290,1,1,0,0,0.04,0.06,255,13,0.05,0.06,1,1,0,0,anomaly
1,1,0,0,0,0,1,0,22,255,1,0,0,0,0,0,normal
1,1,0,0,0,0,1,0,9,255,1,0,0,0,0,0,normal
1,2,0,0,0,0,0.5,1,255,136,0.53,0.02,0,0,0.17,0.02,anomaly
0,145,0,0,0,0,0.01,1,255,1,0,0.62,0,0,0,0,anomaly
0,8,0,0,0,0,1,0,94,45,0.2,0.66,0,0,0.66,0.02,normal
